site_name,usgs_site_id,hu,sampledate,sample_time,time_zone,sampling_method,anc,anc_1,c13_c12_ratio,ca,cl,co2,co3,color,conductance_field,conductance_lab,dic,dkn,do,doc,don,dp,f,fe,h_ion,h20_hardness,h20_hardness_2,hco3,k,mg,mn,n_mixed,n_mixed_1,n_mixed_2,na,nh3_nh4,nh3_nh4_1,nh3_nh4_2,nh3_nh4_3,no2,no2_2,no3,no3_2,no32,no32_2,o18_o16_ratio,o2sat,ph_field,ph_lab,po4,po4_2,s,sar,si,so4,spc,sr,tds,tds_1,tds_2,tkn,toc,ton,tp,tp_2,tpc,tpn
ALLEQUASH CREEK,5357215,7050002,8/20/2012,17:10:00,CDT,GRAB,,,,,,,,,89,,,,7.1,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,0.8,0.089
STEVENSON CREEK,5357225,7050002,8/20/2012,16:15:00,CDT,GRAB,,,,,,,,,107,,,,8.5,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,0.28,0.034
NORTH CREEK,5357230,7050002,8/20/2012,14:40:00,CDT,GRAB,,,,,,,,,101,,,,9.7,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,0.37,0.045
TROUT RIVER,5357245,7050002,8/20/2012,11:20:00,CDT,GRAB,,,,,,,,,105,,,,8.6,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,0.31,0.036
ALLEQUASH CREEK,5357215,7050002,9/19/2012,11:55:00,CDT,GRAB,,,,,,,,,97,,,,8.3,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,0.73,0.068
STEVENSON CREEK,5357225,7050002,9/20/2012,11:15:00,CDT,GRAB,,,,,,,,,101,,,,7.8,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,0.47,0.063
NORTH CREEK,5357230,7050002,9/20/2012,12:30:00,CDT,GRAB,,,,,,,,,96,,,,9.9,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,0.25,0.033
TROUT RIVER,5357245,7050002,9/20/2012,14:00:00,CDT,GRAB,,,,,,,,,105,,,,9,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,0.36,0.049
ALLEQUASH CREEK,5357215,7050002,10/17/2012,10:50:00,CDT,GRAB,,,,,,,,,103,,,,9.7,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,0.59,0.09
STEVENSON CREEK,5357225,7050002,10/17/2012,12:00:00,CDT,GRAB,,,,,,,,,107,,,,10,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,0.2,0.029
NORTH CREEK,5357230,7050002,10/17/2012,13:10:00,CDT,GRAB,,,,,,,,,100,,,,11,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,0.31,0.038
TROUT RIVER,5357245,7050002,10/17/2012,14:25:00,CDT,GRAB,,,,,,,,,105,,,,10.7,,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,0.75,0.083
ALLEQUASH CREEK,5357215,7050002,12/12/2012,12:20:00,CST,GRAB,,,,,,,,,112,,,,11.4,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,0.37,0.054
STEVENSON CREEK,5357225,7050002,12/12/2012,13:20:00,CST,GRAB,,,,,,,,,125,,,,8.7,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,0.26,0.027
NORTH CREEK,5357230,7050002,12/12/2012,13:45:00,CST,GRAB,,,,,,,,,106,,,,8.2,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,0.15,
TROUT RIVER,5357245,7050002,12/12/2012,11:30:00,CST,GRAB,,,,,,,,,108,,,,12.8,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,0.24,0.032
ALLEQUASH CREEK,5357215,7050002,1/17/2013,11:30:00,CST,GRAB,,,,,,,,,115,,,,9.9,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,1/17/2013,12:40:00,CST,GRAB,,,,,,,,,130,,,,2.5,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,1/17/2013,12:25:00,CST,GRAB,,,,,,,,,108,,,,4.7,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,1/17/2013,13:30:00,CST,GRAB,,,,,,,,,109,,,,13.6,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,2/20/2013,13:20:00,CST,GRAB,,,,,,,,,114,,,,9,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,2/20/2013,14:30:00,CST,GRAB,,,,,,,,,123,,,,1.4,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,2/20/2013,15:15:00,CST,GRAB,,,,,,,,,101,,,,6.2,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,2/20/2013,12:10:00,CST,GRAB,,,,,,,,,113,,,,13,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,3/13/2013,1:15:00,CDT,GRAB,,,,,,,,,113,,,,4.3,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,3/13/2013,1:50:00,CDT,GRAB,,,,,,,,,99,,,,10.3,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,3/13/2013,2:45:00,CDT,GRAB,,,,,,,,,107,,,,9,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,4/24/2013,1:55:00,CDT,GRAB,,,,,,,,,109,,,,12.7,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,4/24/2013,2:35:00,CDT,GRAB,,,,,,,,,101,,,,8.8,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,4/24/2013,3:10:00,CDT,GRAB,,,,,,,,,95,,,,10,,,,,,0.00009,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,4/24/2013,4:00:00,CDT,GRAB,,,,,,,,,72,,,,11.4,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
TROUT RIVER,5357245,7050002,5/22/2013,9:50:00,CDT,GRAB,,,,,,,,,105,,,,11.3,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,
ALLEQUASH CREEK,5357215,7050002,5/22/2013,11:45:00,CDT,GRAB,,,,,,,,,77,,,,7.6,,,,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,
STEVENSON CREEK,5357225,7050002,5/22/2013,12:20:00,CDT,GRAB,,,,,,,,,74,,,,6.5,,,,,,0.00015,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,
NORTH CREEK,5357230,7050002,5/22/2013,2:00:00,CDT,GRAB,,,,,,,,,69,,,,9.3,,,,,,0.00013,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,
